Ans_Vol_Mag,Ans_Vol_Mag_Pred,Ans_Vol_Mag_Pred_Error,Ans_Vol_Angle,Ans_Vol_Angle_Pred,Ans_Vol_Angle_Pred_Error,Ans_Load_MW,Ans_Load_MW_Pred,Ans_Load_MW_Pred_Error,Ans_Load_MVAR,Ans_Load_MVAR_Pred,Ans_Load_MVAR_Pred_Error,Ans_Gen_MW,Ans_Gen_MW_Pred,Ans_Gen_MW_Pred_Error,Ans_Gen_MVAR,Ans_Gen_MVAR_Pred,Ans_Gen_MVAR_Pred_Error,Injected_MVAR,Injected_MVAR_Pred,Injected_MVAR_Error
0.66119770579103,0.6589787,0.0022190057910299,0.554951781463802,0.5505684,0.004383381463802,0.9,0.89702773,0.0029722699999999,-0.0497350264973758,7.5300035e-05,-0.0498103265323758,0.0,9.4195016e-08,-9.4195016e-08,0.532865831873646,0.5350532,-0.002187368126354,0,3.040462e-14,-3.040462e-14
0.350243943141456,0.35036248,-0.0001185368585439,0.817626873764701,0.7927957,0.024831173764701,0.66,0.6585112,0.0014888,0.390264973502624,0.38852865,0.001736323502624,0.18900203382747,0.18943965,-0.0004376161725299,0.785118282661877,0.7886693,-0.003551017338123,0,6.9756712e-15,-6.9756712e-15
0.402247191589869,0.39987928,0.0023679115898689,0.55123153456506,0.547789,0.00344253456506,0.7,0.69897294,0.0010270599999999,0.470264973502624,0.47066677,-0.000401796497376,0.0,5.796594e-08,-5.796594e-08,0.532865831873646,0.5345886,-0.0017227681263539,0,5.267025e-13,-5.267025e-13
0.382512470148259,0.38006672,0.0024457501482589,0.59422571518915,0.5917578,0.00246791518915,0.96,0.96462727,-0.00462727,-0.0497350264973758,7.500235e-05,-0.0498100288473758,0.0,4.442674e-08,-4.442674e-08,0.532865831873646,0.53506494,-0.002199108126354,0,8.276127e-14,-8.276127e-14
0.243236067835415,0.24178404,0.0014520278354149,0.400129176161403,0.39211017,0.0080190061614029,0.82,0.8147585,0.0052414999999998,0.350264973502624,0.3495993,0.0006656735026239,0.312264229801907,0.31194398,0.0003202498019069,0.794460966024405,0.79780763,-0.003346663975595,0,6.9258496e-15,-6.9258496e-15
0.563087122233332,0.56324816,-0.0001610377666679,0.593434146936919,0.5908965,0.0025376469369189,0.92,0.91189057,0.00810943,-0.0897350264973758,4.8482866e-06,-0.0897398747839758,0.0,7.98807e-08,-7.98807e-08,0.532865831873646,0.5350923,-0.0022264681263539,0,4.0700394e-14,-4.0700394e-14
0.438642969308549,0.43774644,0.0008965293085489,0.696675754935495,0.6948745,0.0018012549354951,0.5,0.5008706,-0.0008706,0.430264973502624,0.4279675,0.0022974735026239,0.205436993290729,0.20467998,0.0007570132907289,0.953286583187365,0.95403165,-0.0007450668126349,0,4.95157e-15,-4.95157e-15
0.434807157346387,0.4336889,0.0011182573463869,0.739416423566755,0.73450166,0.004914763566755,1.0,0.9886738,0.0113261999999999,0.390264973502624,0.3876051,0.002659873502624,0.410873986581457,0.4108413,3.2686581456997654e-05,0.897230483012202,0.88251156,0.014718923012202,0,1.577143e-17,-1.577143e-17
0.63067965737485,0.63059723,8.242737484998042e-05,0.446998385376896,0.43696734,0.010031045376896,0.5,0.50076586,-0.00076586,0.350264973502624,0.3506633,-0.000398326497376,0.0,6.4388576e-07,-6.4388576e-07,0.532865831873646,0.53455645,-0.0016906181263539,0,1.3796533e-12,-1.3796533e-12
0.730913002721641,0.7214531,0.0094599027216409,0.9290906431936,0.92773044,0.0013602031935999,0.0,7.680814e-10,-7.680814e-10,-0.449735026497376,2.2265378e-18,-0.449735026497376,0.428815132105867,0.41901946,0.009795672105867,0.405324492086375,0.4109162,-0.005591707913625,0,1.7935889e-12,-1.7935889e-12
0.585260502174861,0.5862463,-0.0009857978251389,0.804905690230676,0.78417397,0.020731720230676,0.68,0.6762654,0.0037346,-0.209735026497376,1.0024839e-09,-0.2097350274998599,0.262959351412133,0.2664833,-0.0035239485878669,0.785118282661877,0.7884188,-0.0033005173381229,0,1.39096e-15,-1.39096e-15
0.379158198631131,0.37547886,0.0036793386311309,0.9290906431936,0.92788076,0.0012098831936,0.0,2.755762e-09,-2.755762e-09,-0.449735026497376,9.513194e-19,-0.449735026497376,0.566331779442379,0.5647538,0.001577979442379,0.27610735993128,0.2890653,-0.01295794006872,0,2.2532514e-11,-2.2532514e-11
0.383957132530088,0.3818578,0.0020993325300879,0.428142967851028,0.41708654,0.011056427851028,0.58,0.5816391,-0.0016391,0.270264973502624,0.27366886,-0.0034038864973759,0.0,3.9713626e-07,-3.9713626e-07,0.532865831873646,0.5346108,-0.001744968126354,0,3.6143766e-12,-3.6143766e-12
0.522925457982998,0.52462107,-0.0016956120170019,0.562605677241065,0.56102085,0.001584827241065,0.8,0.79794604,0.00205396,0.550264973502624,0.55142903,-0.0011640564973759,0.213654473022358,0.21295413,0.0007003430223579,1.0,0.9788777,0.0211223,0,1.9775326000000001e-16,-1.9775326000000001e-16
0.208180411803598,0.20502149,0.003158921803598,0.509370577485331,0.5025478,0.006822777485331,0.94,0.93776226,0.0022377399999999,0.430264973502624,0.42979467,0.000470303502624,0.0,9.7352775e-09,-9.7352775e-09,0.532865831873646,0.5346909,-0.0018250681263539,0,2.5655186e-13,-2.5655186e-13
0.491654088545771,0.4903346,0.0013194885457709,0.71621523953977,0.7110857,0.0051295395397699,0.44,0.43988603,0.00011397,0.390264973502624,0.38950366,0.000761313502624,0.0,4.818161e-07,-4.818161e-07,0.532865831873646,0.5345901,-0.0017242681263539,0,1.6103039e-12,-1.6103039e-12
0.349363307880952,0.346884,0.0024793078809519,0.9290906431936,0.9276833,0.0014073431936,0.0,7.733942e-10,-7.733942e-10,-0.449735026497376,2.8903812e-18,-0.449735026497376,0.510221455739901,0.50549966,0.0047217957399009,0.630418804928318,0.6395686,-0.009149795071682,0,5.8628866e-12,-5.8628866e-12
0.519613418204584,0.5193493,0.0002641182045839,0.520906405236807,0.515185,0.0057214052368069,0.76,0.76065713,-0.00065713,0.430264973502624,0.42951247,0.000752503502624,0.0,5.0498656e-08,-5.0498656e-08,0.532865831873646,0.5346452,-0.001779368126354,0,1.7972762e-13,-1.7972762e-13
0.275170097235479,0.27891588,-0.0037457827645209,0.889476027467678,0.841112,0.0483640274676779,0.46,0.46020493,-0.0002049299999999,0.310264973502624,0.31279466,-0.002529686497376,0.38622154738657,0.38692498,-0.0007034326134299,0.803803649386932,0.8071966,-0.0033929506130679,0,8.493533e-15,-8.493533e-15
0.328723883207081,0.32979235,-0.0010684667929189,0.47708011372695,0.46827352,0.0088065937269499,0.78,0.7788549,0.0011451,0.310264973502624,0.3141346,-0.0038696264973759,0.0,6.3739435e-08,-6.3739435e-08,0.532865831873646,0.5346934,-0.0018275681263539,0,6.6339696e-13,-6.6339696e-13
0.528717509352796,0.5278988,0.000818709352796,0.9290906431936,0.92783374,0.0012569031936,0.0,1.1603846e-09,-1.1603846e-09,-0.449735026497376,8.575950999999999e-19,-0.449735026497376,0.567987119262376,0.5655978,0.0023893192623759,0.340762922636804,0.34743994,-0.0066770173631959,0,5.182285e-12,-5.182285e-12
0.410269118942142,0.4072485,0.003020618942142,0.70390077185558,0.69888,0.00502077185558,0.86,0.86073977,-0.00073977,-0.0497350264973758,7.491992e-05,-0.0498099464173758,0.0,8.018784e-08,-8.018784e-08,0.532865831873646,0.5350627,-0.002196868126354,0,1.05241296e-13,-1.05241296e-13
0.554790579753675,0.5563569,-0.001566320246325,0.266558599929874,0.2658556,0.0007029999298739,0.66,0.6581843,0.0018156999999999,-0.0897350264973758,3.6481142e-06,-0.0897386746115758,0.271176831143762,0.2737104,-0.002533568856238,0.859859749562094,0.8563574,0.0035023495620939,0,8.7205625e-15,-8.7205625e-15
0.37757490749864,0.373961,0.0036139074986399,0.9290906431936,0.92782146,0.0012691831936,0.0,8.226993e-10,-8.226993e-10,-0.449735026497376,6.332320399999999e-19,-0.449735026497376,0.656397643593103,0.65496516,0.0014324835931029,0.450694050573143,0.4566698,-0.005975749426857,0,5.424994e-12,-5.424994e-12
0.470199350913022,0.469119,0.0010803509130219,0.825419815621234,0.80084866,0.024571155621234,0.48,0.48037887,-0.00037887,0.110264973502624,0.112251416,-0.001986442497376,0.402656506849828,0.40459308,-0.0019365731501719,0.822489016111986,0.82486534,-0.002376323888014,0,2.5064158e-15,-2.5064158e-15
0.661389326250904,0.65965664,0.0017326862509039,0.9290906431936,0.9277602,0.0013304431935999,0.0,1.5942648e-09,-1.5942648e-09,-0.449735026497376,3.011787400000001e-18,-0.449735026497376,0.387596470613492,0.3769421,0.010654370613492,0.341931698311507,0.34865725,-0.0067255516884929,0,5.2818665e-12,-5.2818665e-12
0.595252167320463,0.59583396,-0.0005817926795369,0.9290906431936,0.92785853,0.0012321131936,0.0,3.1615932e-10,-3.1615932e-10,-0.449735026497376,2.1072466e-19,-0.449735026497376,0.744870361974816,0.73319864,0.011671721974816,0.394640852888477,0.39992186,-0.005281007111523,0,8.746424e-13,-8.746424e-13
0.16961884802968,0.1691703,0.00044854802968,0.536810615169367,0.5319884,0.0048222151693669,0.86,0.86055225,-0.00055225,0.270264973502624,0.27401853,-0.0037535564973759,0.0,3.0920123e-08,-3.0920123e-08,0.532865831873646,0.53476244,-0.0018966081263539,0,6.904555e-13,-6.904555e-13
0.611979339119865,0.61228013,-0.000300790880135,0.609539787594756,0.60754013,0.001999657594756,0.98,0.9797959,0.0002040999999999,0.230264973502624,0.22869238,0.001572593502624,0.0,1.5869027e-08,-1.5869027e-08,0.532865831873646,0.53492546,-0.0020596281263539,0,1.2047593e-14,-1.2047593e-14
0.272847088600944,0.27633286,-0.003485771399056,0.560185207531844,0.55720985,0.0029753575318439,0.74,0.7408894,-0.0008894,0.430264973502624,0.42975074,0.0005142335026239,0.0,4.387282e-08,-4.387282e-08,0.532865831873646,0.53462213,-0.001756298126354,0,8.1571837e-13,-8.1571837e-13
0.576068557663345,0.5765315,-0.000462942336655,0.645911388996306,0.6440545,0.0018568889963059,0.94,0.93847245,0.0015275499999999,0.150264973502624,0.15596664,-0.0057016664973759,0.0,2.6263097e-08,-2.6263097e-08,0.532865831873646,0.53496814,-0.002102308126354,0,1.9799727e-14,-1.9799727e-14
0.629252586180502,0.6293794,-0.000126813819498,0.9290906431936,0.92793244,0.0011582031936,0.0,2.0316526e-10,-2.0316526e-10,-0.449735026497376,6.158271e-20,-0.449735026497376,0.879633180087522,0.8293287,0.0503044800875219,0.331435350482656,0.33885282,-0.007417469517344,0,4.4471986e-13,-4.4471986e-13
0.230143837653658,0.22751075,0.0026330876536579,0.712172843958598,0.7069747,0.005198143958598,0.74,0.74086,-0.0008599999999999,0.390264973502624,0.38973412,0.0005308535026239,0.0,3.815068e-08,-3.815068e-08,0.532865831873646,0.5347022,-0.001836368126354,0,5.6473635e-13,-5.6473635e-13
0.688765018289001,0.684761,0.004004018289001,0.517961494270697,0.5141735,0.003787994270697,0.44,0.43944347,0.0005565299999999,-0.249735026497376,6.825164e-11,-0.2497350265656276,0.180784554095841,0.1817839,-0.000999345904159,0.803803649386932,0.80785394,-0.0040502906130679,0,3.7654707e-14,-3.7654707e-14
0.589585327370627,0.59012127,-0.000535942629373,0.713526471478991,0.7082849,0.0052415714789909,0.58,0.5816581,-0.0016580999999999,0.310264973502624,0.31398278,-0.003717806497376,0.0,2.3214781e-07,-2.3214781e-07,0.532865831873646,0.5347195,-0.001853668126354,0,2.8056423e-13,-2.8056423e-13
0.529204728645116,0.5296251,-0.0004203713548839,0.0,0.040075865,-0.040075865,0.88,0.87985563,0.00014437,0.390264973502624,0.38927317,0.000991803502624,0.0,5.814045e-08,-5.814045e-08,0.532865831873646,0.53452754,-0.001661708126354,0,6.0457385e-13,-6.0457385e-13
0.403020193150491,0.40185922,0.0011609731504909,0.743200826164438,0.7369416,0.006259226164438,0.66,0.6584871,0.0015129,0.310264973502624,0.31245664,-0.002191666497376,0.328699189265166,0.32802388,0.000675309265166,0.934601216462311,0.93650854,-0.0019073235376889,0,5.806995e-16,-5.806995e-16
0.757575011444414,0.7443566,0.0132184114444139,0.9290906431936,0.9278183,0.0012723431936,0.0,8.9336555e-10,-8.9336555e-10,-0.449735026497376,7.6787574e-19,-0.449735026497376,0.530840256195703,0.5296088,0.0012314561957029,0.259621855451856,0.2717725,-0.0121506445481439,0,1.8616788e-12,-1.8616788e-12
0.662924415915357,0.66114026,0.0017841559153569,0.9290906431936,0.92782974,0.0012609031936,0.0,1.5672267e-09,-1.5672267e-09,-0.449735026497376,1.3267399e-18,-0.449735026497376,0.472448302704859,0.4642979,0.008150402704859,0.261020728239334,0.272192,-0.011171271760666,0,4.980135e-12,-4.980135e-12
0.698990996609149,0.69473,0.004260996609149,0.517706940160888,0.5162399,0.001467040160888,0.62,0.6209722,-0.0009721999999999,0.510264973502624,0.50998783,0.0002771435026239,0.320481709533537,0.31972957,0.0007521395335369,0.897230483012202,0.8841031,0.0131273830122019,0,4.593833400000001e-16,-4.593833400000001e-16
0.377066577310101,0.37341732,0.003649257310101,0.9290906431936,0.92782396,0.0012666831936,0.0,2.0369113e-09,-2.0369113e-09,-0.449735026497376,1.3951401e-18,-0.449735026497376,0.539308651286248,0.5363633,0.002945351286248,0.369786059714029,0.37511343,-0.005327370285971,0,1.6190542e-11,-1.6190542e-11
1.0,0.9253082,0.0746917999999999,0.592635626613507,0.5948477,-0.0022120733864929,0.44,0.4395955,0.0004045,-0.0497350264973758,5.509695e-05,-0.0497901234473758,0.304046750070278,0.30377758,0.0002691700702779,0.887887799649675,0.87710977,0.010778029649675,0,5.4582893e-16,-5.4582893e-16
0.53103540366467,0.53164124,-0.00060583633533,0.836265516483049,0.8060031,0.030262416483049,0.72,0.7197087,0.0002912999999999,-0.129735026497376,2.3155567e-07,-0.129735258053046,0.28761179060702,0.28879705,-0.0011852593929799,0.878545116287148,0.869998,0.0085471162871479,0,3.7081707e-16,-3.7081707e-16
0.36633716217175,0.3631308,0.00320636217175,0.9290906431936,0.9278557,0.0012349431936,0.0,9.676717e-10,-9.676717e-10,-0.449735026497376,4.878588e-19,-0.449735026497376,0.680228918913127,0.67749435,0.0027345689131269,0.401561695376375,0.40657613,-0.0050144346236249,0,6.6997657e-12,-6.6997657e-12
0.259680753772345,0.2598561,-0.0001753462276549,0.370478738341371,0.35879558,0.011683158341371,0.56,0.56177294,-0.0017729399999999,0.430264973502624,0.4297112,0.0005537735026239,0.0,2.3811039e-07,-2.3811039e-07,0.532865831873646,0.53446066,-0.001594828126354,0,1.0087625e-11,-1.0087625e-11
0.535606004759071,0.5350129,0.000593104759071,0.9290906431936,0.92774594,0.0013447031936,0.0,3.430666e-10,-3.430666e-10,-0.449735026497376,7.926951399999999e-19,-0.449735026497376,0.622086963627534,0.62053275,0.001554213627534,0.545843375163831,0.55544615,-0.009602774836169,0,1.2193967e-12,-1.2193967e-12
